plant_id,country,group,plant_name,city,brand,year,employees,value_source,selection_basis,extraction_method,pattern,n_distinct_values,sources_present,value_spread,reference_year,lag_years,low_confidence,source_url,snippet,production_volume,models
DE_VW_BRUNSWICK,Germany,Volkswagen Group,Volkswagen Plant Brunswick,Braunschweig,vw,2024,7000.0,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2024,0,Y,https://de.wikipedia.org/wiki/Vorwerk_Braunschweig,Am Standort werden rund 7000 Mitarbeiter beschäftigt (Stand 2024).,,
DE_VW_CHEMNITZ,Germany,Volkswagen Group,Volkswagen Plant Chemnitz,Chemnitz,vw,2024,10320.0,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2024,0,Y,https://de.wikipedia.org/wiki/Volkswagen_Sachsen,Im Jahr 2024 wurden 204.000 Fahrzeuge produziert.,204000.0,
DE_VW_DRESDEN,Germany,Volkswagen Group,Volkswagen Plant Dresden,Dresden,vw,2006,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2006,0,Y,https://en.wikipedia.org/wiki/Transparent_Factory,"all work was transferred to Bentley's plant in Crewe, England.",,Bentley Continental Flying Spur
DE_VW_DRESDEN,Germany,Volkswagen Group,Volkswagen Plant Dresden,Dresden,vw,2013,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2013,0,Y,https://en.wikipedia.org/wiki/Transparent_Factory,Production of the Bentley Flying Spur resumed in late 2013.,,Bentley Continental Flying Spur
DE_VW_DRESDEN,Germany,Volkswagen Group,Volkswagen Plant Dresden,Dresden,vw,2016,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2016,0,Y,https://en.wikipedia.org/wiki/Transparent_Factory,All vehicle production at the factory ended in March 2016,,Volkswagen Phaeton
DE_VW_DRESDEN,Germany,Volkswagen Group,Volkswagen Plant Dresden,Dresden,vw,2017,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2017,0,Y,https://en.wikipedia.org/wiki/Transparent_Factory,"As of 2017, it produced the electric version of the Golf.",,Volkswagen Golf (electric version)
DE_VW_DRESDEN,Germany,Volkswagen Group,Volkswagen Plant Dresden,Dresden,vw,2018,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2018,0,Y,https://de.wikipedia.org/wiki/Gläserne_Manufaktur,"Wegen der hohen Nachfrage wurde ab 2018 wieder im Zwei-Schicht-Betrieb gefertigt, dabei entstanden bis zu 74 e-Golf pro Tag.",,e-Golf
DE_VW_DRESDEN,Germany,Volkswagen Group,Volkswagen Plant Dresden,Dresden,vw,2021,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2021,0,Y,https://en.wikipedia.org/wiki/Transparent_Factory,The Volkswagen ID.3 was produced here beginning in January 2021,,Volkswagen ID.3
DE_VW_DRESDEN,Germany,Volkswagen Group,Volkswagen Plant Dresden,Dresden,vw,2025,320.0,wiki_backfill_v32_mistral_small,multi_source_first_wins,llm,,2,wiki_de+wiki_en,0,2025,0,Y,https://de.wikipedia.org/wiki/Gläserne_Manufaktur,Im Frühjahr 2025 waren am Standort 320 Personen beschäftigt. 2025 wurden 3.500 Fahrzeuge an Kunden übergeben.,3500.0,ID.3
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2007,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2007,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,"Im Jahr 2007 stellte Seat auf dem Genfer Automobilsalon eine Studie vor, einen Geländewagen namens Altea Freetrack",,Altea Freetrack
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2008,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2008,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,Seat stellte am 22. Mai 2008 den neuen Seat Ibiza (intern 6J) der Öffentlichkeit vor,,Seat Ibiza
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2009,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2009,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,Seat führte im Jahr 2009 die bereits 2007 angekündigte Limousine auf Basis des von 2004 bis 2008 gebauten Audi A4 ein,,Seat Exeo
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2010,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2010,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,"Auf der IAA in Frankfurt stand der erste Prototyp des Ibiza ST namens IBZ, der Mini-Kombi kam 2010 auf den Markt",,Ibiza ST
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2012,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2012,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,"Während der Ibiza bereits kurz nach der Präsentation bestellbar war, sollte die Markteinführung des auf dem Škoda Rapid basierenden Toledo erst Anfang 2013 stattfinden",,Seat Toledo
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2013,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2013,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,"Zur Senkung der CO2-Emissionen weihte die SEAT S.A. im November 2013 nach drei Jahren Bauzeit einen 27,6 Hektar großen und mit 53.000 Photovoltaik-Paneelen ausgestatteten Solarpark ein. Der Solarpark erstreckt sich über das gesamte Werk in Martorell und vermeidet so den Ausstoß von 7.000 Tonnen Kohl",,Seat Leon ST
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2014,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2014,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,"Auf dem Pariser Autosalon im Oktober feierte Seat den 30. Geburtstag des Ibiza, der 1984 ebenfalls in Paris vorgestellt wurde. Auf Basis des Leon ST wurde in Paris der Allradkombi Leon X-PERIENCE präsentiert. Ein Jahr nach dem Start des neuen Leon Cupra wurde im März 2015 der Seat Leon ST Cupra vorg",,Leon Cupra
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2015,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2015,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,Im November ersetzte der Cupra 290 die bisherige Cupra-280-Version in allen Modellvarianten,,Seat Leon ST Cupra
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2016,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2016,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,"Auf der Bilanz-Pressekonferenz am 24. März 2014 wurde die Entwicklung eines SUV bekanntgegeben, der am 1. März 2016 als Seat Ateca offiziell vorgestellt wurde",,Seat Ateca
ES_VW_NAVARRA,Spain,Volkswagen Group,Volkswagen Navarra Plant Pamplona,Pamplona,vw,2025,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2025,0,Y,https://de.wikipedia.org/wiki/VW-Werk_Pamplona,"Unter Wayne Griffiths wurde die Marke Cupra vermarktet und weiterentwickelt. Im Jahre 2021 kam das erste Auto mit reinem Elektroantrieb, der Cupra Born heraus. VW-Vorstand Thomas Schäfer ließ verlauten, dass man zum Ende des Jahrzehnts die Marke Seat beerdigen wolle: „Die Zukunft von Seat ist Cupra“",,Cupra Tavascan
PT_VW_PALMELA,Portugal,Volkswagen Group,Volkswagen AutoEuropa Plant Palmela,Palmela,vw,2008,3000.0,wiki_backfill_v32_mistral_small,multi_source_first_wins,llm,,2,wiki_en+wiki_de,0,2008,0,Y,https://en.wikipedia.org/wiki/Volkswagen_Autoeuropa,"In 2008 the plant started production of the third generation Volkswagen Scirocco, and presently employs 3,000 people on site",94100.0,Volkswagen Eos;Volkswagen Scirocco
PT_VW_PALMELA,Portugal,Volkswagen Group,Volkswagen AutoEuropa Plant Palmela,Palmela,vw,2013,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2013,0,Y,https://en.wikipedia.org/wiki/Volkswagen_Autoeuropa,"On July 1, 2013, car number 2,000,000 rolled off the assembly line, a Volkswagen Sharan 2.0 TDI Highline.",91200.0,Volkswagen Eos;Volkswagen Scirocco;Volkswagen Sharan;SEAT Alhambra
PT_VW_PALMELA,Portugal,Volkswagen Group,Volkswagen AutoEuropa Plant Palmela,Palmela,vw,2016,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2016,0,Y,https://en.wikipedia.org/wiki/Volkswagen_Autoeuropa,"In December 2016, the plant won the production rights for the new compact crossover, Volkswagen T-Roc.",85126.0,Volkswagen Sharan;SEAT Alhambra;Volkswagen T-Roc
PT_VW_PALMELA,Portugal,Volkswagen Group,Volkswagen AutoEuropa Plant Palmela,Palmela,vw,2017,4377.0,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2017,0,Y,https://de.wikipedia.org/wiki/Volkswagen_Autoeuropa,Autoeuropa beschäftigte im Jahr 2017 4.377 Personen im Werk,,VW T-Roc
PT_VW_PALMELA,Portugal,Volkswagen Group,Volkswagen AutoEuropa Plant Palmela,Palmela,vw,2018,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2018,0,Y,https://de.wikipedia.org/wiki/Volkswagen_Autoeuropa,Die Volkswagen Autoeuropa Lda. stellte 2018 am Produktionsstandort die Modelle Volkswagen T-Roc und Sharan sowie SEAT Alhambra mit einer Jahresstückzahl von insgesamt 223.200 Fahrzeugen her,223200.0,VW T-Roc;VW Sharan;SEAT Alhambra
PT_VW_PALMELA,Portugal,Volkswagen Group,Volkswagen AutoEuropa Plant Palmela,Palmela,vw,2022,4980.0,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2022,0,Y,https://en.wikipedia.org/wiki/Volkswagen_Autoeuropa,"Number of employees 4,980 (2022)",231100.0,Volkswagen T-Roc
PT_VW_PALMELA,Portugal,Volkswagen Group,Volkswagen AutoEuropa Plant Palmela,Palmela,vw,2023,5000.0,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_de,0,2023,0,Y,https://de.wikipedia.org/wiki/Volkswagen_Autoeuropa,Im August 2023 beschäftigte das Werk etwa 5000 Mitarbeiter,,
PT_VW_PALMELA,Portugal,Volkswagen Group,Volkswagen AutoEuropa Plant Palmela,Palmela,vw,2025,,wiki_backfill_v32_mistral_small,single_source,llm,,1,wiki_en,0,2025,0,Y,https://en.wikipedia.org/wiki/Volkswagen_Autoeuropa,AutoEuropa was selected for the production of the 2025 hybrid replacement to the T-Roc,,Volkswagen T-Roc replacement
